Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,398319,6801550,17.075635357590272,Original
This Song,243107,3685869,15.161509129724772,Original
Actor,220419,3316165,15.044823722092923,Original
Caramel,199311,2755844,13.826853510343133,Original
Eleven Eleven,173189,2930312,16.919735087101376,Original
Nauseous,168276,2571969,15.28422948013977,Original
My World,161299,2198949,13.632750358030737,Original
Romeo,150069,1877950,12.513910267943412,Original
The Best,133300,1639110,12.296399099774943,New
Sunset Tower,131179,1830887,13.957165399949687,Original
Connell,127430,1856629,14.569795181668367,Original
Care,126319,1952771,15.459044165960782,Original
Class Clown,125238,1593627,12.724788003641068,Original
Door,97022,748801,7.717847498505494,New
Moths,77565,1013892,13.071514213885129,New
House That Always Rains,67966,659774,9.70741252979431,New
Do I Dare,67590,562997,8.329590176061547,New
