Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,372842,6326926,16.96945623078945,Original
This Song,235873,3506738,14.86705981608747,Original
Actor,209613,3065988,14.626898140859584,Original
Caramel,189797,2549730,13.433984731054759,Original
Nauseous,160973,2380552,14.788517328993061,Original
Eleven Eleven,160239,2695609,16.822427748550602,Original
My World,153424,2031499,13.241077015330065,Original
Romeo,145388,1757949,12.091431204776185,Original
Sunset Tower,126211,1690307,13.392707450222247,Original
Connell,122932,1726726,14.046188136530764,Original
Class Clown,121273,1488970,12.277835956890652,Original
Care,120920,1805299,14.929697320542507,Original
The Best,120419,1376699,11.432572932842824,New
Door,79190,530006,6.692840005051143,New
Moths,62874,671177,10.674953080764704,New
Do I Dare,58676,404546,6.8945735905651375,New
House That Always Rains,58648,462057,7.878478379484381,New
