Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,388355,6598279,16.990328436610834,Original
This Song,240281,3609969,15.023946962098544,Original
Actor,216058,3208625,14.850757666922771,Original
Caramel,195602,2669897,13.649640596721914,Original
Eleven Eleven,168249,2831563,16.82959779850103,Original
Nauseous,165094,2487647,15.068064254303609,Original
My World,158270,2130064,13.45841915713654,Original
Romeo,148069,1827079,12.339375561393675,Original
Sunset Tower,129032,1773509,13.74472223944448,Original
The Best,127615,1528619,11.978364612310465,New
Connell,125495,1800788,14.349480058966492,Original
Care,124118,1890493,15.231416877487552,Original
Class Clown,123454,1548862,12.546065741085748,Original
Door,88075,649810,7.377916548396253,New
Moths,70667,863204,12.215093325031486,New
House That Always Rains,63620,576072,9.054888399874253,New
Do I Dare,63397,496163,7.826285155448996,New
