Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,387563,6581439,16.98159783054626,Original
This Song,240043,3603575,15.01220614639877,Original
Actor,215613,3199326,14.838279695565666,Original
Caramel,195190,2662070,13.638352374609354,Original
Eleven Eleven,167641,2822644,16.83743237036286,Original
Nauseous,164819,2480670,15.050873989042525,Original
My World,158010,2124362,13.444478197582432,Original
Romeo,147907,1822856,12.324338942714002,Original
Sunset Tower,128830,1767847,13.722323992858806,Original
The Best,126967,1518596,11.960556680082226,New
Connell,125332,1796296,14.332301407461781,Original
Care,123928,1885037,15.210743334839584,Original
Class Clown,123322,1545393,12.531365044355427,Original
Door,85771,638717,7.446771053153164,New
Moths,69717,850640,12.20132822697477,New
House That Always Rains,63143,568721,9.006873287616996,New
Do I Dare,62887,490006,7.791848871785902,New
