Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,386259,6556995,16.975643285981686,Original
This Song,239625,3594408,15.000137715179969,Original
Actor,214982,3186147,14.820529160580886,Original
Caramel,194726,2651644,13.617308423117612,Original
Eleven Eleven,167013,2810527,16.828193014915005,Original
Nauseous,164462,2470562,15.022084128856514,Original
My World,157538,2115416,13.427972933514454,Original
Romeo,147667,1816973,12.304529786614477,Original
Sunset Tower,128565,1760835,13.69606813674017,Original
The Best,126456,1505101,11.90217150629468,New
Connell,125081,1789741,14.308655990917885,Original
Care,123663,1877346,15.18114553261687,Original
Class Clown,123144,1540116,12.506626388618203,Original
Door,85280,628736,7.372607879924953,New
Moths,69141,834730,12.072865593497346,New
House That Always Rains,62762,559031,8.90715719703005,New
Do I Dare,62533,482054,7.708793756896359,New
