Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,405119,6916907,17.07376597987258,Original
This Song,245483,3735825,15.21826358648053,Original
Actor,223056,3377055,15.139942435980203,Original
Caramel,201805,2808003,13.914437204231808,Original
Eleven Eleven,176513,2993038,16.956473460878236,Original
Nauseous,170659,2620873,15.35736761612338,Original
My World,163077,2239802,13.734628427062063,Original
Romeo,151605,1911879,12.610923122588305,Original
The Best,135962,1699475,12.499632250187553,New
Sunset Tower,132796,1870070,14.082276574595621,Original
Connell,128954,1895730,14.700823549482761,Original
Care,128032,1992614,15.563406023494126,Original
Class Clown,126586,1627240,12.854818068348791,Original
Door,99350,800530,8.057674886763966,New
Moths,81004,1107161,13.667979359043997,New
House That Always Rains,70334,703926,10.008331674581283,New
Do I Dare,69607,601039,8.634749378654446,New
