Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,398547,6805707,17.076297149395177,Original
This Song,243208,3687812,15.163201868359593,Original
Actor,220509,3318553,15.049512718301747,Original
Caramel,199420,2758129,13.830754187142714,Original
Eleven Eleven,173293,2932561,16.92255890312938,Original
Nauseous,168374,2573824,15.286350624205637,Original
My World,161368,2200746,13.638057111695007,Original
Romeo,150130,1879303,12.51783787384267,Original
The Best,133433,1641506,12.302099180862305,New
Sunset Tower,131243,1832591,13.963342806854461,Original
Connell,127490,1858052,14.574099929406229,Original
Care,126390,1954354,15.462884721892555,Original
Class Clown,125293,1594934,12.729633738516917,Original
Door,97139,751549,7.7368410216288,New
Moths,77703,1019625,13.122080228562604,New
House That Always Rains,68057,661438,9.718882701265116,New
Do I Dare,67689,564837,8.3445907015911,New
