Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,396091,6762617,17.073392225523932,Original
This Song,242379,3669349,15.138889920331382,Original
Actor,219453,3295030,15.014741197431796,Original
Caramel,198565,2738202,13.789952912144638,Original
Eleven Eleven,172248,2910596,16.897705633737402,Original
Nauseous,167520,2555029,15.252083333333333,Original
My World,160670,2185459,13.602159706230161,Original
Romeo,149565,1867102,12.483548958646741,Original
The Best,132259,1618079,12.234169319290181,New
Sunset Tower,130633,1818029,13.917073021365198,Original
Connell,126943,1842717,14.516097776167257,Original
Care,125783,1939569,15.419961362028255,Original
Class Clown,124791,1583794,12.691572308900481,Original
Door,95920,730734,7.618160967472894,New
Moths,76302,981480,12.863096642289849,New
House That Always Rains,67167,642068,9.55927762145101,New
Do I Dare,66765,549854,8.235662397963004,New
