Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,398784,6810139,17.07726237762799,Original
This Song,243335,3690125,15.164793391826084,Original
Actor,220641,3321175,15.05239280097534,Original
Caramel,199547,2760326,13.832961658155723,Original
Eleven Eleven,173432,2935123,16.92376839337608,Original
Nauseous,168474,2575978,15.290062561582202,Original
My World,161461,2202461,13.640823480592836,Original
Romeo,150205,1880799,12.521547218800972,Original
The Best,133572,1644139,12.309009373221933,New
Sunset Tower,131312,1834284,13.968898501279396,Original
Connell,127555,1859639,14.579114891615381,Original
Care,126474,1956025,15.46582696838876,Original
Class Clown,125360,1596329,12.733958200382897,Original
Door,97269,754049,7.752202654494238,New
Moths,77857,1023134,13.141194754485788,New
House That Always Rains,68149,663256,9.732439214075042,New
Do I Dare,67796,566593,8.357321965897693,New
