Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,403975,6894767,17.067311095983662,Original
This Song,245105,3728385,15.211378796842169,Original
Actor,222691,3367123,15.120157527695326,Original
Caramel,201421,2800087,13.90166367955675,Original
Eleven Eleven,176009,2983483,16.950741155281833,Original
Nauseous,170369,2614580,15.346571265899312,Original
My World,162864,2233519,13.714012918754298,Original
Romeo,151407,1907294,12.597132232987907,Original
The Best,135656,1691185,12.466717284897094,New
Sunset Tower,132591,1865112,14.066656107880625,Original
Connell,128715,1890663,14.688754224449365,Original
Care,127771,1986413,15.546665518779692,Original
Class Clown,126405,1622466,12.835457458170167,Original
Door,99079,794754,8.021417252899202,New
Moths,80613,1096367,13.600374629402205,New
House That Always Rains,70046,698302,9.969191674042772,New
Do I Dare,69353,596247,8.597277695269131,New
