Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,402756,6874415,17.0684359761245,Original
This Song,244713,3719593,15.199817745685763,Original
Actor,222202,3357511,15.110174525881856,Original
Caramel,200954,2790672,13.887118445017268,Original
Eleven Eleven,175415,2971122,16.937673517088047,Original
Nauseous,169902,2604686,15.330519946792856,Original
My World,162518,2226233,13.698378025818679,Original
Romeo,151068,1901328,12.58590833267138,Original
The Best,135160,1681002,12.43712636874815,New
Sunset Tower,132271,1858186,14.048325029673927,Original
Connell,128450,1882820,14.65799922148696,Original
Care,127479,1980512,15.535986319315338,Original
Class Clown,126139,1615793,12.809622717795447,Original
Door,98708,786897,7.971967824289824,New
Moths,80029,1080006,13.49518299616389,New
House That Always Rains,69660,690487,9.912245190927361,New
Do I Dare,68987,589335,8.542696450055807,New
