Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,390592,6645369,17.013581947402916,Original
This Song,240879,3627277,15.05850240162073,Original
Actor,217211,3235198,14.894264102646735,Original
Caramel,196580,2690712,13.68761827245905,Original
Eleven Eleven,169828,2856071,16.81743293214311,Original
Nauseous,165808,2507156,15.120838560262472,Original
My World,158954,2146688,13.50508952275501,Original
Romeo,148475,1838956,12.385627209968009,Original
Sunset Tower,129532,1787018,13.795957755612513,Original
The Best,129273,1555540,12.032984459245164,New
Connell,125921,1813442,14.401426291087269,Original
Care,124622,1905252,15.288247660926642,Original
Class Clown,123841,1559280,12.590983599938632,Original
Door,91831,676557,7.367414054077599,New
Moths,72930,898234,12.316385575209104,New
House That Always Rains,64953,597080,9.192493033424169,New
Do I Dare,64564,512549,7.938619044668855,New
