Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,401669,6857826,17.073326544991026,Original
This Song,244369,3712483,15.192119295000593,Original
Actor,221808,3348356,15.095740460217845,Original
Caramel,200633,2784184,13.876999297224286,Original
Eleven Eleven,174901,2962358,16.937341696159542,Original
Nauseous,169529,2598355,15.326905721145055,Original
My World,162231,2221085,13.690879055174412,Original
Romeo,150868,1896380,12.569796113158523,Original
The Best,134788,1672057,12.405087990028786,New
Sunset Tower,132004,1852258,14.031832368716099,Original
Connell,128224,1877009,14.63851541053157,Original
Care,127197,1974644,15.52429695668923,Original
Class Clown,125925,1610471,12.789128449473893,Original
Door,98406,779112,7.917322114505213,New
Moths,79560,1065590,13.393539467068878,New
House That Always Rains,69322,683577,9.86089553100026,New
Do I Dare,68765,584112,8.4943212390024,New
