Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,391764,6670202,17.026071818748022,Original
This Song,241189,3635756,15.074302725248664,Original
Actor,217639,3247879,14.923239860502942,Original
Caramel,197015,2701282,13.711047382179022,Original
Eleven Eleven,170346,2867427,16.83295762741714,Original
Nauseous,166171,2517816,15.151957922862593,Original
My World,159290,2154978,13.52864586603051,Original
Romeo,148685,1844984,12.408676060127114,Original
The Best,130010,1569036,12.068579340050766,New
Sunset Tower,129744,1793547,13.823737513873473,Original
Connell,126114,1819718,14.429151402699146,Original
Care,124896,1912801,15.315150204970536,Original
Class Clown,124025,1564528,12.614618020560371,Original
Door,92631,688546,7.43321350303894,New
Moths,73787,916720,12.423868703159092,New
House That Always Rains,65458,607081,9.27435913104586,New
Do I Dare,65076,520698,8.001382998340402,New
