Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,393125,6697300,17.03605723370429,Original
This Song,241566,3645171,15.08975186905442,Original
Actor,218133,3261481,14.951800048594206,Original
Caramel,197445,2712249,13.736731748081745,Original
Eleven Eleven,170826,2879932,16.858862234086146,Original
Nauseous,166560,2528130,15.17849423631124,Original
My World,159712,2163941,13.549019485073131,Original
Romeo,148956,1851347,12.428817905958807,Original
The Best,130779,1583325,12.106874956988507,New
Sunset Tower,130022,1800581,13.848279521927058,Original
Connell,126374,1826385,14.452221184737366,Original
Care,125167,1921100,15.348294678309777,Original
Class Clown,124273,1570179,12.634916675384034,Original
Door,93447,700233,7.49337057369418,New
Moths,74584,935194,12.538801887804356,New
House That Always Rains,66019,617546,9.35406473893879,New
Do I Dare,65623,528704,8.05668744190299,New
