Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,398181,6799238,17.075746959297405,Original
This Song,243068,3684959,15.160197969292543,Original
Actor,220351,3314963,15.044011599675065,Original
Caramel,199265,2754624,13.823922916718942,Original
Eleven Eleven,173135,2929158,16.918346954688538,Original
Nauseous,168241,2571062,15.282018057429521,Original
My World,161268,2198185,13.630633479673588,Original
Romeo,150042,1877238,12.511416803295077,Original
The Best,133243,1637861,12.292285523442132,New
Sunset Tower,131155,1830095,13.953680759406808,Original
Connell,127404,1855770,14.566026184421212,Original
Care,126292,1951946,15.455816678807842,Original
Class Clown,125216,1593075,12.722615320725787,Original
Door,96956,747792,7.712694418086555,New
Moths,77507,1011469,13.050034190460217,New
House That Always Rains,67924,658845,9.69973794240622,New
Do I Dare,67544,562232,8.32393698922184,New
