Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,397795,6792662,17.07578526628037,Original
This Song,242942,3681713,15.154699475594999,Original
Actor,220166,3311160,15.039379377378888,Original
Caramel,199132,2751541,13.817673703874817,Original
Eleven Eleven,172963,2925779,16.9156351358383,Original
Nauseous,168095,2568041,15.277319372973617,Original
My World,161143,2195706,13.625823026752636,Original
Romeo,149958,1875192,12.504781338774857,Original
The Best,133076,1634340,12.281252817938622,New
Sunset Tower,131051,1827725,13.94666961717194,Original
Connell,127315,1853472,14.558158897223421,Original
Care,126204,1949472,15.446990586669202,Original
Class Clown,125147,1591235,12.714927245559222,Original
Door,96783,744600,7.693499891509872,New
Moths,77313,1004901,12.997827014861667,New
House That Always Rains,67801,655944,9.674547573044645,New
Do I Dare,67413,559924,8.305875721300046,New
