Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,401135,6848739,17.07340172261209,Original
This Song,244161,3708384,15.188273311462519,Original
Actor,221550,3343454,15.091193861430828,Original
Caramel,200419,2780006,13.870970317185497,Original
Eleven Eleven,174596,2957194,16.937352516667048,Original
Nauseous,169298,2594130,15.322862644567568,Original
My World,162093,2217940,13.683132522687593,Original
Romeo,150739,1893648,12.562429099304095,Original
The Best,134516,1666612,12.389693419370186,New
Sunset Tower,131878,1848859,14.019464960038825,Original
Connell,128098,1874073,14.629994223172883,Original
Care,127047,1971573,15.518453800561996,Original
Class Clown,125808,1608159,12.78264498283098,Original
Door,98170,774482,7.889192217581746,New
Moths,79224,1056356,13.333787741088559,New
House That Always Rains,69092,679895,9.840430151102877,New
Do I Dare,68566,580883,8.471881107254324,New
