Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,403149,6880479,17.066838811456805,Original
This Song,244830,3722233,15.20333700935343,Original
Actor,222334,3360138,15.113019151366862,Original
Caramel,201147,2794258,13.891621550408408,Original
Eleven Eleven,175567,2974136,16.94017668468448,Original
Nauseous,170035,2608192,15.339147822507131,Original
My World,162612,2228966,13.707266376405185,Original
Romeo,151180,1902800,12.586320941923535,Original
The Best,135344,1683710,12.440226386097647,New
Sunset Tower,132368,1859931,14.051213284177445,Original
Connell,128531,1884836,14.664446709354163,Original
Care,127555,1982209,15.540033710948219,Original
Class Clown,126216,1617484,12.815205679153198,Original
Door,98811,788690,7.98180364534313,New
Moths,80195,1085130,13.531142839329135,New
House That Always Rains,69775,692576,9.925847366535292,New
Do I Dare,69078,591072,8.556588204638235,New
