Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,395807,6754718,17.0656860540617,Original
This Song,242303,3666706,15.132730506844736,Original
Actor,219323,3291439,15.007267819608522,Original
Caramel,198457,2735217,13.78241634207914,Original
Eleven Eleven,172112,2906872,16.88942084224226,Original
Nauseous,167418,2551932,15.242877109988173,Original
My World,160560,2183013,13.596244394618834,Original
Romeo,149493,1865322,12.477654472115752,Original
The Best,132067,1614181,12.222440125088024,New
Sunset Tower,130561,1815978,13.909038686897313,Original
Connell,126870,1840829,14.50956885000394,Original
Care,125714,1937268,15.410121386639515,Original
Class Clown,124740,1582079,12.683012666346,Original
Door,95704,727644,7.603067792359776,New
Moths,76083,975805,12.825532641983097,New
House That Always Rains,67022,639178,9.536838649995524,New
Do I Dare,66621,547356,8.215967938037556,New
