Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,371621,6298560,16.948880714491377,Original
This Song,235592,3498230,14.848679072294475,Original
Actor,209157,3054366,14.603221503463905,Original
Caramel,189490,2535974,13.383154783893609,Original
Nauseous,160590,2371702,14.76867799987546,Original
Eleven Eleven,159804,2679762,16.769054591875047,Original
My World,153116,2022574,13.20942292118394,Original
Romeo,145190,1751794,12.065527928920725,Original
Sunset Tower,126009,1682878,13.355220658841828,Original
Connell,122741,1720708,14.019015650842016,Original
Class Clown,121077,1483281,12.250724745409945,Original
Care,120699,1797864,14.895434096388536,Original
The Best,119887,1362976,11.368838990048962,New
Door,78426,514215,6.556690383291255,New
Moths,62016,653070,10.530669504643964,New
House That Always Rains,58195,451149,7.752367041842082,New
Do I Dare,58058,395772,6.816838334079713,New
