Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,401953,6862558,17.073035902207472,Original
This Song,244473,3714637,15.194467282685613,Original
Actor,221924,3351068,15.100070294334998,Original
Caramel,200745,2786473,13.880659543201574,Original
Eleven Eleven,175041,2964871,16.938151633045972,Original
Nauseous,169638,2600580,15.330173663919641,Original
My World,162309,2222829,13.695044637081123,Original
Romeo,150944,1897820,12.573007207971168,Original
The Best,134909,1674778,12.414131006826825,New
Sunset Tower,132083,1854018,14.03676476155145,Original
Connell,128300,1878464,14.641184723304754,Original
Care,127284,1976448,15.52785896106345,Original
Class Clown,125995,1611806,12.792618754712489,Original
Door,98495,781523,7.934646428752728,New
Moths,79689,1071194,13.442181480505464,New
House That Always Rains,69436,685557,9.87322138372026,New
Do I Dare,68836,585712,8.50880353303504,New
