Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,370412,6270129,16.927445655108365,Original
This Song,235065,3479858,14.803811711654223,Original
Actor,208615,3032333,14.5355463413465,Original
Caramel,188807,2521314,13.353922259238269,Original
Nauseous,160194,2354971,14.70074409778144,Original
Eleven Eleven,158964,2664054,16.7588510606175,Original
My World,152530,2005377,13.14742673572412,Original
Romeo,144790,1739085,12.01108501968368,Original
Sunset Tower,125600,1670035,13.296457006369426,Original
Connell,122338,1708754,13.967483529238667,Original
Class Clown,120676,1471482,12.193659053995823,Original
Care,120258,1783045,14.826830647441334,Original
The Best,118806,1337025,11.253850815615372,New
Door,77508,498374,6.429968519378645,New
Moths,61047,622056,10.189788195980146,New
Do I Dare,57270,377722,6.595460101274664,New
House That Always Rains,57093,430144,7.534093496575762,New
