Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,393556,6706257,17.040159469046337,Original
This Song,241690,3648314,15.095014274483843,Original
Actor,218325,3266199,14.960261078667125,Original
Caramel,197611,2715675,13.74252951505736,Original
Eleven Eleven,171044,2884107,16.86178410233624,Original
Nauseous,166708,2531603,15.185851908726637,Original
My World,159873,2166940,13.554133593539872,Original
Romeo,149055,1853449,12.43466505652276,Original
The Best,131018,1587823,12.119121036804103,New
Sunset Tower,130104,1802827,13.85681454836131,Original
Connell,126461,1828474,14.458797573955607,Original
Care,125247,1923628,15.358675257690804,Original
Class Clown,124354,1572075,12.641933512392042,Original
Door,93774,704426,7.511954273039435,New
Moths,74790,940496,12.57515710656505,New
House That Always Rains,66183,621038,9.38364836891649,New
Do I Dare,65788,531301,8.075956101416672,New
