Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,392188,6678709,17.02935581914796,Original
This Song,241304,3638699,15.079314889102543,Original
Actor,217792,3252285,14.932986519247722,Original
Caramel,197161,2704984,13.71967072595493,Original
Eleven Eleven,170513,2871311,16.839249793270895,Original
Nauseous,166308,2521121,15.159348918873416,Original
My World,159435,2157762,13.533803744472669,Original
Romeo,148777,1847006,12.414593653588929,Original
The Best,130248,1573828,12.083317978011179,New
Sunset Tower,129828,1795731,13.831615676125335,Original
Connell,126206,1822038,14.437015672788933,Original
Care,124983,1915651,15.327292511781602,Original
Class Clown,124100,1566201,12.620475423045932,Original
Door,92859,692187,7.454172455012438,New
Moths,74061,922423,12.454908791401682,New
House That Always Rains,65628,610342,9.300024379837874,New
Do I Dare,65261,523273,8.018157858445319,New
