Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,399319,6819353,17.077456870321722,Original
This Song,243529,3694491,15.170640868233352,Original
Actor,220858,3326567,15.062017223736518,Original
Caramel,199759,2765133,13.842345025756035,Original
Eleven Eleven,173767,2940810,16.92386931926085,Original
Nauseous,168694,2580546,15.297200848874294,Original
My World,161611,2206159,13.651044792743068,Original
Romeo,150325,1883759,12.531242308331947,Original
The Best,133814,1649959,12.330241977670498,New
Sunset Tower,131440,1837641,13.980835362142422,Original
Connell,127667,1862802,14.59110028433346,Original
Care,126609,1959469,15.476538002827603,Original
Class Clown,125472,1599286,12.746158505483296,Original
Door,97531,758826,7.780357014692765,New
Moths,78188,1031447,13.191883665012535,New
House That Always Rains,68345,666914,9.758051064452411,New
Do I Dare,67965,569941,8.385801515485912,New
