Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,398046,6797011,17.075943483918945,Original
This Song,243028,3683779,15.157837780008888,Original
Actor,220297,3313752,15.042202118049724,Original
Caramel,199215,2753529,13.821895941570665,Original
Eleven Eleven,173075,2927997,16.91750397226636,Original
Nauseous,168185,2570047,15.281071439188988,Original
My World,161230,2197384,13.62887800037214,Original
Romeo,150017,1876535,12.508815667557677,Original
The Best,133192,1636702,12.288290588023305,New
Sunset Tower,131119,1829273,13.95124276420656,Original
Connell,127382,1855090,14.563203592344287,Original
Care,126260,1951034,15.452510692222399,Original
Class Clown,125197,1592462,12.71964983186498,Original
Door,96901,746724,7.706050505154746,New
Moths,77443,1009021,13.0292085792131,New
House That Always Rains,67897,658042,9.691768413921086,New
Do I Dare,67498,561453,8.318068683516548,New
