Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,375199,6389109,17.028587496235332,Original
This Song,236748,3533333,14.924447091422103,Original
Actor,210680,3100909,14.718573191570155,Original
Caramel,190867,2579858,13.51652197603567,Original
Nauseous,161838,2407860,14.878211544878212,Original
Eleven Eleven,161566,2729405,16.893436737927534,Original
My World,154321,2056977,13.329209893663208,Original
Romeo,146018,1777084,12.170307770274897,Original
Sunset Tower,126913,1715403,13.5163694814558,Original
Connell,123535,1746922,14.141109806937305,Original
The Best,122108,1417031,11.604735152487962,New
Class Clown,121801,1505551,12.36074416466203,Original
Care,121701,1828071,15.02100229250376,Original
Door,80982,561773,6.93701069373441,New
Moths,64504,727885,11.284338955723676,New
House That Always Rains,59781,494277,8.2681286696442,New
Do I Dare,59727,430308,7.204580842834899,New
