Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,389442,6620343,16.999560910225398,Original
This Song,240558,3618031,15.040160792823352,Original
Actor,216644,3221188,14.868577020365207,Original
Caramel,196080,2679461,13.665141778865769,Original
Eleven Eleven,169091,2843656,16.817311388542265,Original
Nauseous,165438,2496679,15.091327264594591,Original
My World,158578,2137614,13.47989002257564,Original
Romeo,148242,1832638,12.362474872168482,Original
Sunset Tower,129250,1779781,13.770065764023212,Original
The Best,128458,1541486,11.999922153544349,New
Connell,125678,1806298,14.372427950794888,Original
Care,124351,1897420,15.25858256065492,Original
Class Clown,123611,1553717,12.569407253399778,Original
Door,90219,662860,7.347232844522773,New
Moths,71791,879806,12.255101614408492,New
House That Always Rains,64247,585828,9.118371285818792,New
Do I Dare,63884,503626,7.883444994051719,New
