Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,400672,6841333,17.074647092883954,Original
This Song,243995,3705149,15.185348060411075,Original
Actor,221402,3339718,15.08440754826063,Original
Caramel,200252,2776607,13.865564388870023,Original
Eleven Eleven,174438,2953260,16.93014136827985,Original
Nauseous,169172,2590847,15.314868890832999,Original
My World,161982,2215367,13.676624563223074,Original
Romeo,150657,1891399,12.55433866332132,Original
The Best,134353,1662592,12.374803688789978,New
Sunset Tower,131793,1846226,14.008528525794238,Original
Connell,128019,1871124,14.61598668947578,Original
Care,126936,1968695,15.509351169093087,Original
Class Clown,125725,1606245,12.775860011930801,Original
Door,98020,770907,7.864792899408284,New
Moths,78979,1051071,13.308233834310386,New
House That Always Rains,68892,676738,9.823172501887012,New
Do I Dare,68417,578230,8.451554438224418,New
