Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,399896,6829834,17.07902554664213,Original
This Song,243739,3699773,15.179240909333345,Original
Actor,221100,3333286,15.07592039800995,Original
Caramel,199978,2770682,13.854934042744702,Original
Eleven Eleven,174150,2947168,16.923158196956646,Original
Nauseous,168936,2586089,15.3080989250367,Original
My World,161797,2211083,13.665784903304758,Original
Romeo,150481,1887652,12.544121849270008,Original
The Best,134061,1656382,12.355435212328716,New
Sunset Tower,131622,1842285,13.996786251538497,Original
Connell,127855,1867124,14.603449219819327,Original
Care,126772,1964611,15.497199697093995,Original
Class Clown,125600,1602999,12.762730891719745,Original
Door,97751,764827,7.82423709220366,New
Moths,78533,1040967,13.255153884354348,New
House That Always Rains,68572,671438,9.791722568978592,New
Do I Dare,68172,574146,8.422020770991022,New
