Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,381817,6462431,16.92546691215949,Original
This Song,238156,3557843,14.939128134500075,Original
Actor,212787,3135902,14.737281882821788,Original
Caramel,192888,2610126,13.531821575214632,Original
Eleven Eleven,164837,2764460,16.77087061764046,Original
Nauseous,163024,2432180,14.91915300814604,Original
My World,155867,2080892,13.35043338230671,Original
Romeo,146740,1793128,12.219762845849802,Original
Sunset Tower,127581,1734065,13.59187496570806,Original
Connell,124160,1763918,14.206813788659794,Original
The Best,124101,1452585,11.704861362922136,New
Care,122585,1847946,15.07481339478729,Original
Class Clown,122347,1519212,12.417239490956051,Original
Door,82776,588678,7.111699043200928,New
Moths,66567,772076,11.598479727192153,New
House That Always Rains,61121,522003,8.540485266929533,New
Do I Dare,60968,451513,7.405737436032017,New
