Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,405305,6919860,17.073216466611566,Original
This Song,245483,3736855,15.22245939637368,Original
Actor,223124,3379642,15.146922787329018,Original
Caramel,201850,2808003,13.91133514986376,Original
Eleven Eleven,176604,2994396,16.95542569817218,Original
Nauseous,170709,2621823,15.358434528935206,Original
My World,163119,2239802,13.73109202484076,Original
Romeo,151605,1912545,12.615316117542298,Original
The Best,136029,1701310,12.50696542648994,New
Sunset Tower,132832,1870833,14.08420410744399,Original
Connell,128991,1896555,14.703002535060586,Original
Care,128032,1993493,15.570271494626343,Original
Class Clown,126622,1628154,12.858381639841419,Original
Door,99390,801407,8.063255860750578,New
Moths,81004,1108789,13.688077131993483,New
House That Always Rains,70387,704871,10.014221376106383,New
Do I Dare,69661,601839,8.639540058282252,New
