Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,397044,6781321,17.079520153937597,Original
This Song,242682,3676801,15.15069514838348,Original
Actor,219827,3304836,15.033803854849495,Original
Caramel,198862,2746226,13.809707234162383,Original
Eleven Eleven,172654,2919817,16.911377668632063,Original
Nauseous,167842,2562695,15.268496562243062,Original
My World,160934,2191700,13.618626269153815,Original
Romeo,149768,1871879,12.498524384381176,Original
The Best,132791,1628174,12.261177338825673,New
Sunset Tower,130866,1823719,13.935773997829841,Original
Connell,127149,1850076,14.550456550975627,Original
Care,126009,1945578,15.439992381496559,Original
Class Clown,124972,1588297,12.709222865921966,Original
Door,96476,738594,7.655727849413325,New
Moths,76933,994964,12.932863660587785,New
House That Always Rains,67547,650424,9.629206330406976,New
Do I Dare,67151,556175,8.28245297910679,New
