Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,399175,6817080,17.077923216634307,Original
This Song,243478,3693453,15.169555360237887,Original
Actor,220799,3325279,15.060208606017238,Original
Caramel,199700,2764049,13.841006509764647,Original
Eleven Eleven,173684,2939568,16.92480596946178,Original
Nauseous,168649,2579339,15.294125669289471,Original
My World,161575,2205218,13.648262416834287,Original
Romeo,150304,1883046,12.528249414519907,Original
The Best,133760,1648532,12.324551435406699,New
Sunset Tower,131413,1836860,13.977764756911416,Original
Connell,127644,1862072,14.588010403935947,Original
Care,126577,1958617,15.473719554105406,Original
Class Clown,125452,1598581,12.742570863756656,Original
Door,97472,757792,7.774458305975049,New
Moths,78097,1029551,13.182977579164373,New
House That Always Rains,68319,666116,9.750084163995375,New
Do I Dare,67922,569129,8.379155501899238,New
