Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,400515,6839163,17.07592225010299,Original
This Song,243948,3704228,15.18449833571089,Original
Actor,221331,3338514,15.083806606394948,Original
Caramel,200192,2775564,13.86451007033248,Original
Eleven Eleven,174386,2952109,16.92858945098804,Original
Nauseous,169123,2589990,15.314238749312631,Original
My World,161939,2214570,13.675334539548842,Original
Romeo,150620,1890718,12.552901341123357,Original
The Best,134283,1661390,12.372303269959712,New
Sunset Tower,131748,1845412,14.007134833166347,Original
Connell,127981,1870228,14.613325415491362,Original
Care,126900,1967958,15.507943262411347,Original
Class Clown,125700,1605583,12.773134447096261,Original
Door,97961,769776,7.85798429987444,New
Moths,78874,1049308,13.30359814387504,New
House That Always Rains,68822,675777,9.819200255732179,New
Do I Dare,68365,577463,8.446763694873107,New
