Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,405962,6926543,17.062047679339447,Original
This Song,245643,3739294,15.22247326404579,Original
Actor,223331,3383976,15.152289650787397,Original
Caramel,201960,2811520,13.921172509407803,Original
Eleven Eleven,176763,2998596,16.96393476010251,Original
Nauseous,170829,2624903,15.365675617137606,Original
My World,163196,2243506,13.74730998308782,Original
Romeo,151741,1914643,12.617835654173888,Original
The Best,136135,1707017,12.539148639218423,New
Sunset Tower,132948,1873033,14.088463158528146,Original
Connell,129099,1898953,14.70927737627712,Original
Care,128167,1996060,15.573899677764167,Original
Class Clown,126716,1630189,12.864902616875533,Original
Door,99521,804980,8.08854412636529,New
Moths,81193,1112322,13.699727809047578,New
House That Always Rains,70544,707779,10.033156611476524,New
Do I Dare,69792,604338,8.659129986244842,New
