Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,385827,6548945,16.97378617877961,Original
This Song,239515,3591529,14.995006575788572,Original
Actor,214766,3182054,14.816376893921756,Original
Caramel,194569,2648318,13.611202195622118,Original
Eleven Eleven,166830,2806456,16.822250194809087,Original
Nauseous,164348,2467099,15.011433056684597,Original
My World,157394,2112618,13.422481161924852,Original
Romeo,147602,1815002,12.296594897088115,Original
Sunset Tower,128476,1758586,13.688050686509543,Original
The Best,126294,1501057,11.885418151297765,New
Connell,125030,1787865,14.299488122850516,Original
Care,123585,1874947,15.171315289072298,Original
Class Clown,123108,1538497,12.497132599018748,Original
Door,85133,625402,7.346175983461173,New
Moths,68943,829536,12.032200513467647,New
House That Always Rains,62646,555868,8.873160297544935,New
Do I Dare,62419,479734,7.685704673256541,New
