Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,404483,6903789,17.06818086297817,Original
This Song,245286,3731670,15.213546635356279,Original
Actor,222804,3371121,15.13043302633705,Original
Caramel,201601,2803761,13.907475657362811,Original
Eleven Eleven,176173,2986747,16.95348890011523,Original
Nauseous,170461,2616765,15.351106704759447,Original
My World,162947,2236307,13.724137296176057,Original
Romeo,151477,1908759,12.600982327350026,Original
The Best,135743,1693770,12.477770492769425,New
Sunset Tower,132659,1866829,14.072388605371668,Original
Connell,128817,1892363,14.690320376968879,Original
Care,127855,1989111,15.55755347854992,Original
Class Clown,126467,1624205,12.842915543185178,Original
Door,99155,796899,8.03690182038223,New
Moths,80731,1100196,13.627924836803706,New
House That Always Rains,70137,700196,9.98326133139427,New
Do I Dare,69433,597797,8.609695677847709,New
