Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,394745,6731475,17.05271757717007,Original
This Song,241987,3657497,15.114435899449145,Original
Actor,218849,3279334,14.984459604567533,Original
Caramel,198054,2725533,13.761565027719714,Original
Eleven Eleven,171585,2895600,16.875601014074658,Original
Nauseous,167071,2541637,15.212915467076872,Original
My World,160258,2175327,13.573905826854197,Original
Romeo,149292,1859348,12.454438282024489,Original
The Best,131560,1601773,12.175228032836728,New
Sunset Tower,130337,1809657,13.884445706131029,Original
Connell,126679,1834881,14.484492299434002,Original
Care,125489,1930741,15.38573898907474,Original
Class Clown,124557,1577211,12.662564127267034,Original
Door,94844,717363,7.563609717008983,New
Moths,75454,959282,12.713467808201024,New
House That Always Rains,66652,630215,9.45530516713677,New
Do I Dare,66227,539243,8.14234375707793,New
