Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,404270,6900682,17.069488213322778,Original
This Song,245236,3730591,15.212248609502684,Original
Actor,222744,3369830,15.128712782386955,Original
Caramel,201543,2802679,13.906109366239463,Original
Eleven Eleven,176077,2985227,16.95409962686779,Original
Nauseous,170418,2615747,15.34900656033987,Original
My World,162898,2235472,13.72313963339022,Original
Romeo,151435,1908026,12.599636807871365,Original
The Best,135700,1692472,12.472159174649963,New
Sunset Tower,132623,1866014,14.070063262028457,Original
Connell,128782,1891518,14.68775139382833,Original
Care,127807,1988262,15.556753542450727,Original
Class Clown,126433,1623368,12.839749116132655,Original
Door,99124,795990,8.030244945724547,New
Moths,80681,1098134,13.61081295472292,New
House That Always Rains,70092,699245,9.976102836272327,New
Do I Dare,69387,597063,8.604825111332094,New
