Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,406285,6929945,17.056856640043318,Original
This Song,245701,3740367,15.223246954631849,Original
Actor,223331,3383976,15.152289650787397,Original
Caramel,202026,2812757,13.922747567144823,Original
Eleven Eleven,176838,2998596,16.95674006718013,Original
Nauseous,170881,2624903,15.360999760066948,Original
My World,163239,2243506,13.743688701842084,Original
Romeo,151741,1914643,12.617835654173888,Original
The Best,136199,1707017,12.533256484996219,New
Sunset Tower,132948,1873871,14.094766374823239,Original
Connell,129099,1898953,14.70927737627712,Original
Care,128202,1996060,15.569647899408746,Original
Class Clown,126716,1630189,12.864902616875533,Original
Door,99521,804980,8.08854412636529,New
Moths,81262,1114350,13.713051610839015,New
House That Always Rains,70544,707779,10.033156611476524,New
Do I Dare,69792,604338,8.659129986244842,New
