Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,389833,6628433,17.003262935667323,Original
This Song,240665,3621070,15.046101427295202,Original
Actor,216849,3225534,14.874562483571518,Original
Caramel,196251,2683103,13.671792755196153,Original
Eleven Eleven,169338,2847770,16.817075907356884,Original
Nauseous,165558,2500082,15.100943476002367,Original
My World,158694,2140560,13.488600703240198,Original
Romeo,148324,1834611,12.368942315471536,Original
Sunset Tower,129354,1782262,13.778174621581087,Original
The Best,128744,1546123,12.009281985956628,New
Connell,125755,1808812,14.383618941592779,Original
Care,124436,1899976,15.26870037609695,Original
Class Clown,123686,1555608,12.577074204032792,Original
Door,90883,667258,7.341945138254679,New
Moths,72226,885226,12.256334284052834,New
House That Always Rains,64469,589291,9.14068777241775,New
Do I Dare,64101,506522,7.901936007238577,New
