Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,401818,6860287,17.073120168832656,Original
This Song,244426,3713582,15.193072750034775,Original
Actor,221867,3349821,15.09832917919294,Original
Caramel,200698,2785371,13.878419316585118,Original
Eleven Eleven,174970,2963620,16.937875064296737,Original
Nauseous,169580,2599607,15.32967920745371,Original
My World,162268,2222046,13.693679591786427,Original
Romeo,150904,1897104,12.571595186343636,Original
The Best,134854,1673490,12.4096430213416,New
Sunset Tower,132042,1853099,14.034163372260341,Original
Connell,128263,1877752,14.639857168474151,Original
Care,127240,1975612,15.52665828355863,Original
Class Clown,125959,1611073,12.790455624449226,Original
Door,98451,780371,7.926491351027415,New
Moths,79625,1068238,13.41586185243328,New
House That Always Rains,69388,684588,9.866086354989335,New
Do I Dare,68804,584963,8.50187489099471,New
