Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,387152,6573100,16.978086126379303,Original
This Song,239901,3600575,15.008586875419445,Original
Actor,215429,3194857,14.83020856059305,Original
Caramel,195033,2658428,13.630657375931253,Original
Eleven Eleven,167399,2818556,16.83735267235766,Original
Nauseous,164710,2477398,15.040968975775606,Original
My World,157872,2121428,13.437645687645688,Original
Romeo,147817,1820874,12.318434280224873,Original
Sunset Tower,128704,1765183,13.71505936101442,Original
The Best,126813,1514027,11.93905198993794,New
Connell,125251,1794101,14.324045317003456,Original
Care,123823,1882326,15.20174765592822,Original
Class Clown,123263,1543613,12.522922531497692,Original
Door,85591,635174,7.421037258590272,New
Moths,69528,845081,12.154542054999425,New
House That Always Rains,63008,565312,8.972067039106145,New
Do I Dare,62771,487410,7.764891430756241,New
