Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,372050,6307668,16.953818035210322,Original
This Song,235592,3502473,14.86668902169853,Original
Actor,209308,3060180,14.620463622986222,Original
Caramel,189490,2540432,13.406681091350467,Original
Nauseous,160831,2371702,14.746547618307416,Original
Eleven Eleven,160035,2690504,16.81197238104165,Original
My World,153116,2022574,13.20942292118394,Original
Romeo,145290,1754848,12.078243512974051,Original
Sunset Tower,126113,1686465,13.372649925067202,Original
Connell,122844,1720708,14.007261241900297,Original
Class Clown,121172,1486178,12.265028224342258,Original
Care,120699,1797864,14.895434096388536,Original
The Best,119887,1362976,11.368838990048962,New
Door,78672,519221,6.599819503762457,New
Moths,62284,653070,10.485357395157665,New
Do I Dare,58486,399986,6.839004206134802,New
House That Always Rains,58195,451149,7.752367041842082,New
