Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,398421,6803564,17.076318768338016,Original
This Song,243155,3686819,15.16242314573009,Original
Actor,220468,3317408,15.047117949090117,Original
Caramel,199369,2757034,13.828799863569563,Original
Eleven Eleven,173240,2931410,16.92109212652967,Original
Nauseous,168321,2572868,15.285484283006873,Original
My World,161334,2199770,13.634881674042669,Original
Romeo,150104,1878597,12.515302723445078,Original
The Best,133364,1640267,12.299173690051289,New
Sunset Tower,131209,1831858,13.961374600827687,Original
Connell,127465,1857343,14.571396069509277,Original
Care,126365,1953575,15.459779211015709,Original
Class Clown,125266,1594258,12.726980984465058,Original
Door,97081,750379,7.729411522337018,New
Moths,77634,1017268,13.103382538578458,New
House That Always Rains,68021,660590,9.71155966539745,New
Do I Dare,67644,564095,8.3391727278103,New
