Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,395505,6747220,17.05975904223714,Original
This Song,242212,3663970,15.12712004359817,Original
Actor,219192,3287226,14.997016314464032,Original
Caramel,198359,2731995,13.772982319935068,Original
Eleven Eleven,171948,2902947,16.882702910182147,Original
Nauseous,167322,2547773,15.226766354693346,Original
My World,160476,2180526,13.587863605772826,Original
Romeo,149432,1863351,12.469558059853311,Original
The Best,131913,1610016,12.205135202747265,New
Sunset Tower,130496,1813804,13.899307258460029,Original
Connell,126814,1838875,14.50056776065734,Original
Care,125654,1935052,15.399844016107725,Original
Class Clown,124697,1580493,12.67466739376248,Original
Door,95432,724430,7.591059602649007,New
Moths,75887,970327,12.786471991250147,New
House That Always Rains,66901,636068,9.507600783246888,New
Do I Dare,66505,544827,8.192271257800165,New
