Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,377297,6418968,17.013037474456464,Original
This Song,237174,3543562,14.940769224282594,Original
Actor,211265,3115680,14.747733888717962,Original
Caramel,191462,2592763,13.541919545392819,Original
Eleven Eleven,162582,2743829,16.87658535385221,Original
Nauseous,162158,2417890,14.910704374745618,Original
My World,154732,2066885,13.35783806840214,Original
Romeo,146252,1783912,12.197522085168066,Original
Sunset Tower,127160,1723652,13.554985844605222,Original
Connell,123737,1754579,14.179905767878646,Original
The Best,122815,1432526,11.664096405162235,New
Class Clown,121981,1511781,12.39357768832851,Original
Care,121947,1836821,15.062453360886286,Original
Door,81728,574106,7.024593774471417,New
Moths,65143,747139,11.469213883302887,New
House That Always Rains,60256,506850,8.411610462028678,New
Do I Dare,60147,439732,7.3109548273396845,New
