Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,396603,6774254,17.080692783463565,Original
This Song,242527,3673618,15.147253707834592,Original
Actor,219645,3300865,15.02818183887637,Original
Caramel,198718,2742982,13.803389728157489,Original
Eleven Eleven,172462,2916047,16.908345026730526,Original
Nauseous,167704,2559767,15.263601345227306,Original
My World,160807,2189191,13.613779250903256,Original
Romeo,149668,1869992,12.494267311649784,Original
The Best,132571,1624143,12.2511182687013,New
Sunset Tower,130754,1821498,13.930724872661639,Original
Connell,127052,1847963,14.54493435758587,Original
Care,125901,1943192,15.434285668898578,Original
Class Clown,124890,1586521,12.703346945311875,Original
Door,96245,735290,7.639773494726999,New
Moths,76679,989873,12.90931024139595,New
House That Always Rains,67366,646625,9.598684796484873,New
Do I Dare,66981,553399,8.262029530762454,New
