Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,398907,6812520,17.077965540840346,Original
This Song,243387,3691351,15.166590656033396,Original
Actor,220691,3322595,15.05541684980357,Original
Caramel,199611,2761496,13.834387884435227,Original
Eleven Eleven,173493,2936494,16.925720346065834,Original
Nauseous,168528,2576987,15.291150431975696,Original
My World,161505,2203453,13.643249435002012,Original
Romeo,150239,1881594,12.524005085230865,Original
The Best,133643,1645684,12.314030663783363,New
Sunset Tower,131343,1835347,13.973694829568382,Original
Connell,127582,1860525,14.582974087253687,Original
Care,126520,1956901,15.467127726841605,Original
Class Clown,125397,1597037,12.735846950086525,Original
Door,97345,755591,7.76199085726026,New
Moths,77939,1025656,13.159727479182438,New
House That Always Rains,68215,664296,9.738268709228176,New
Do I Dare,67839,567505,8.365468240982326,New
