Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,392638,6687788,17.032961659340156,Original
This Song,241445,3642014,15.084238646482635,Original
Actor,217961,3256757,14.941925390322123,Original
Caramel,197298,2708748,13.729221786333364,Original
Eleven Eleven,170656,2875450,16.849392930808175,Original
Nauseous,166430,2524839,15.170576218229886,Original
My World,159556,2160766,13.54236757000677,Original
Romeo,148849,1849162,12.423073047182044,Original
The Best,130498,1578949,12.09941148523349,New
Sunset Tower,129921,1798157,13.84038762016918,Original
Connell,126283,1824182,14.445190564050584,Original
Care,125069,1918364,15.3384451782616,Original
Class Clown,124167,1568098,12.628943278004623,Original
Door,93127,696341,7.477326661440828,New
Moths,74327,929235,12.501984474013481,New
House That Always Rains,65810,613908,9.328491110773438,New
Do I Dare,65434,526049,8.039383195280742,New
