Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,384437,6522002,16.965073601136208,Original
This Song,239107,3582095,14.98113815153885,Original
Actor,214185,3168637,14.793925811798212,Original
Caramel,194059,2637218,13.58977424391551,Original
Eleven Eleven,166130,2793128,16.812905555889966,Original
Nauseous,163963,2456391,14.981373846538549,Original
My World,156883,2103576,13.40856561896445,Original
Romeo,147341,1808679,12.27546304151594,Original
Sunset Tower,128203,1751548,13.662301194199824,Original
The Best,125688,1487250,11.832871873209854,New
Connell,124749,1780907,14.275922051479371,Original
Care,123311,1867433,15.144090957011134,Original
Class Clown,122884,1532917,12.474504410663716,Original
Door,84554,614826,7.2714005251082146,New
Moths,68212,813155,11.920996305635372,New
House That Always Rains,62210,546469,8.78426298022826,New
Do I Dare,62007,471759,7.608157143548309,New
