Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,398661,6807762,17.07656881410522,Original
This Song,243274,3688853,15.163367232009996,Original
Actor,220565,3319729,15.05102350780949,Original
Caramel,199487,2759158,13.831267200368947,Original
Eleven Eleven,173357,2933805,16.923487369993712,Original
Nauseous,168417,2574856,15.288575381345114,Original
My World,161406,2201546,13.639802733479549,Original
Romeo,150166,1880036,12.519718178549072,Original
The Best,133504,1642755,12.30491221236817,New
Sunset Tower,131272,1833434,13.966679870802608,Original
Connell,127520,1858764,14.576254705144292,Original
Care,126433,1955142,15.46385832812636,Original
Class Clown,125323,1595664,12.73241144881626,Original
Door,97208,752767,7.7438791046004445,New
Moths,77781,1021237,13.129646057520475,New
House That Always Rains,68096,662301,9.725989779135338,New
Do I Dare,67739,565558,8.349075126588819,New
