Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,397311,6785460,17.078459946993664,Original
This Song,242749,3678419,15.153178797852926,Original
Actor,219935,3306852,15.035587787300793,Original
Caramel,198944,2747810,13.811977239826282,Original
Eleven Eleven,172762,2921652,16.91142728146236,Original
Nauseous,167922,2564889,15.274288062314646,Original
My World,161007,2193017,13.620631401119207,Original
Romeo,149828,1872949,12.500660757668793,Original
The Best,132899,1630256,12.266879359513615,New
Sunset Tower,130927,1825020,13.939218037532365,Original
Connell,127192,1851210,14.554453110258507,Original
Care,126073,1946832,15.44210100497331,Original
Class Clown,125031,1589264,12.710959681998864,Original
Door,96577,740458,7.667022168839372,New
Moths,77060,997765,12.947897742019206,New
House That Always Rains,67625,652276,9.645486136783735,New
Do I Dare,67239,557418,8.290099495828313,New
