Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,404718,6907187,17.066666172495417,Original
This Song,245332,3732794,15.21527562649797,Original
Actor,222864,3372473,15.132426053557326,Original
Caramel,201651,2804898,13.90966570956752,Original
Eleven Eleven,176269,2988622,16.95489280588192,Original
Nauseous,170503,2617878,15.353853011383963,Original
My World,162982,2237248,13.726963713784345,Original
Romeo,151514,1909705,12.604148791530816,Original
The Best,135799,1695294,12.483847451012158,New
Sunset Tower,132698,1867712,14.074906931528734,Original
Connell,128853,1893341,14.693806120152422,Original
Care,127894,1990068,15.560292116909315,Original
Class Clown,126498,1624891,12.845191228319816,Original
Door,99201,797842,8.042681021360671,New
Moths,80806,1102082,13.638615944360568,New
House That Always Rains,70182,701204,9.991222820666268,New
Do I Dare,69481,598614,8.61550639743239,New
