Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,395093,6739092,17.05697645870719,Original
This Song,242098,3660630,15.12044709167362,Original
Actor,219017,3283300,14.991073752265805,Original
Caramel,198198,2728643,13.767257994530722,Original
Eleven Eleven,171727,2899034,16.881643538872744,Original
Nauseous,167184,2544659,15.220708919513829,Original
My World,160353,2177805,13.581317468335484,Original
Romeo,149360,1861396,12.462479914301017,Original
The Best,131709,1605765,12.191763660797667,New
Sunset Tower,130414,1811749,13.892289171407977,Original
Connell,126746,1836745,14.491542139396904,Original
Care,125575,1932882,15.392251642444753,Original
Class Clown,124624,1578834,12.668779689305431,Original
Door,95138,720762,7.5759633374676785,New
Moths,75669,964755,12.749672917575229,New
House That Always Rains,66777,632864,9.477275109693457,New
Do I Dare,66366,541717,8.162568182503088,New
