Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,397569,6789055,17.076419439141382,Original
This Song,242843,3680051,15.154033676078784,Original
Actor,220040,3308995,15.03815215415379,Original
Caramel,199037,2749603,13.814531971442495,Original
Eleven Eleven,172855,2923778,16.91462786728761,Original
Nauseous,168011,2566445,15.275458154525596,Original
My World,161074,2194330,13.623117324956231,Original
Romeo,149893,1874047,12.502565163149713,Original
The Best,132989,1632271,12.273729406191489,New
Sunset Tower,130989,1826303,13.942415011947569,Original
Connell,127258,1852332,14.555721447767528,Original
Care,126141,1948089,15.443741527338455,Original
Class Clown,125088,1590248,12.71303402404707,Original
Door,96689,742531,7.679580924407119,New
Moths,77186,1001262,12.972067473376,New
House That Always Rains,67712,654002,9.658583412098299,New
Do I Dare,67320,558700,8.29916815210933,New
