Track,Listeners,Playcount,Intensity,Type
Vodka Cranberry,372449,6317370,16.961704824016174,Original
This Song,235873,3506738,14.86705981608747,Original
Actor,209460,3065988,14.637582354626181,Original
Caramel,189797,2549730,13.433984731054759,Original
Nauseous,160831,2376186,14.774427815533075,Original
Eleven Eleven,160035,2690504,16.81197238104165,Original
My World,153424,2031499,13.241077015330065,Original
Romeo,145388,1757949,12.091431204776185,Original
Sunset Tower,126113,1686465,13.372649925067202,Original
Connell,122932,1723648,14.021149904011974,Original
Class Clown,121273,1488970,12.277835956890652,Original
Care,120920,1805299,14.929697320542507,Original
The Best,120139,1376699,11.459218072399471,New
Door,79190,524413,6.622212400555625,New
Moths,62874,671177,10.674953080764704,New
Do I Dare,58486,399986,6.839004206134802,New
House That Always Rains,58425,456797,7.818519469405221,New
